date,evt_energy
2011-09-04 21:36:30,29183572924.257492
2011-09-05 06:44:15,12352398985.580278
2011-09-05 20:57:15,9349626052.506144
2011-09-06 05:56:30,8417644781.215821
2011-09-06 21:12:45,9425509314.507088
2011-09-07 06:07:45,6633662635.738652
2011-09-07 21:16:45,8697750597.292229
2011-09-08 07:01:30,6971161354.251293
2011-09-08 21:42:15,8738850620.472864
2011-09-09 08:06:45,9632001237.497066
2011-09-09 21:10:30,7443956921.148415
2011-09-10 08:40:30,9330666441.27933
2011-09-10 23:29:15,9597205754.511194
2011-09-11 11:34:45,8422135127.687336
2011-09-12 08:39:45,19561696172.72466
2011-09-12 21:42:45,2967505030.278338
2011-09-13 10:24:45,7379054078.840654
2011-09-14 13:34:45,31831362495.779907
2011-09-15 15:19:45,32593109448.71593
2011-09-16 18:35:15,28798226181.307022
2011-09-17 18:59:45,26142981588.722797
2011-09-18 07:05:30,15089008389.269808
2011-09-18 19:05:15,7879461945.8944
2011-09-19 07:49:45,13231805233.69042
2011-09-19 19:41:00,6466283958.10998
2011-09-20 06:54:45,9683837636.381044
2011-09-20 19:53:15,6747776968.49184
2011-09-21 20:48:45,20963579026.184628
2011-09-22 06:32:45,7292586507.998756
2011-09-22 20:19:45,8940608082.473846
2011-09-23 06:36:15,5808287802.156637
2011-09-23 21:11:00,9367339918.483002
2011-09-25 00:57:45,32076859217.536423
2011-09-25 20:13:15,23458650995.82572
2011-09-26 06:24:45,6201692821.651743
2011-09-26 19:12:15,7244572601.854156
2011-09-27 06:54:45,7280741779.833366
2011-09-27 18:34:45,6767830817.667206
2011-09-28 08:19:45,8171124051.899214
2011-09-28 19:17:00,6777121733.680415
2011-09-29 14:12:00,17643407231.264412
2011-09-29 23:51:45,8553497944.316248
2011-09-30 19:10:45,16982247324.389141
2011-10-01 17:29:00,23630794471.123714
2011-10-02 17:58:30,26662054163.2036
2011-10-03 03:43:15,13626484158.535461
2011-10-03 18:02:00,9709895118.963966
2011-10-04 03:39:45,7203179634.13496
2011-10-04 18:15:30,8030338972.948881
2011-10-05 04:14:00,7912069338.208091
2011-10-05 18:44:45,8741724186.691525
2011-10-06 05:25:30,6356663553.35581
2011-10-06 19:25:30,424661532.25154185
2011-10-07 07:15:30,7804885323.800648
2011-10-07 20:14:45,7057227000.137191
2011-10-08 08:49:45,8568752490.141844
2011-10-08 22:50:30,9078314846.859724
2011-10-09 19:24:00,17713583544.321968
2011-10-10 08:25:30,9013451874.91973
2011-10-10 20:34:45,8740475941.137804
2011-10-11 19:44:45,20601366959.324577
2011-10-12 16:50:30,19278494734.682453
2011-10-13 15:00:30,26491767163.542904
2011-10-14 14:49:45,28328635168.218365
2011-10-15 15:40:30,30439539465.330723
2011-10-16 16:09:45,29970120120.59443
2011-10-17 17:37:00,25309830859.99183
2011-10-18 17:14:45,28597731287.87698
2011-10-19 05:44:00,18604753170.858234
2011-10-19 17:54:00,8184659497.6166935
2011-10-20 05:04:45,8590826664.153885
2011-10-20 18:29:45,8365571813.298924
2011-10-21 07:08:30,12354261263.753407
2011-10-21 19:39:00,6799129085.485267
2011-10-22 20:34:00,22858898020.121677
2011-10-23 09:57:00,12938667202.747396
2011-10-24 06:42:00,19791672113.453384
2011-10-24 17:19:45,6369367413.968105
2011-10-25 06:44:00,8764022877.805126
2011-10-25 17:19:45,5070073198.9314575
2011-10-26 08:24:45,9963571020.670692
2011-10-26 18:19:00,6197887541.374928
2011-10-27 16:14:45,23811253267.112553
2011-10-28 14:22:00,23936311554.766144
2011-10-28 22:39:45,10680221571.184683
2011-10-29 14:52:00,10421472064.09816
2011-10-29 23:54:45,11059931213.190945
2011-10-30 16:34:45,11624128167.561163
2011-10-31 01:22:00,8362023880.674411
2011-10-31 16:54:45,9275128780.25732
2011-11-01 03:09:45,9634361483.121922
2011-11-01 17:24:45,7334251532.420732
2011-11-02 04:39:00,9128225279.467487
2011-11-02 17:29:45,6138965252.605612
2011-11-03 05:04:00,8001003967.506458
2011-11-03 17:53:30,6466582443.973063
2011-11-04 07:32:00,9992472991.970573
2011-11-04 20:28:30,11065451687.728432
2011-11-05 17:34:45,17812997883.798035
2011-11-06 07:14:45,10275632942.553001
2011-11-06 18:25:30,6011402346.054153
2011-11-07 09:12:00,8284722298.909049
2011-11-07 21:35:30,11016884356.7118
2011-11-08 17:55:30,19607439402.418304
2011-11-09 13:44:00,21643928129.47341
2011-11-10 13:35:30,25972468913.04271
2011-11-11 00:38:30,11695332820.175041
2011-11-11 14:27:00,8427313214.680526
2011-11-12 14:29:00,24992294552.71338
2011-11-13 02:32:00,8645397716.313255
2011-11-13 15:48:30,8760576559.614845
2011-11-14 15:45:30,25590786695.433228
2011-11-15 16:09:45,27408627021.75912
2011-11-16 17:20:30,24635680272.994583
2011-11-17 17:04:45,25082602493.56751
2011-11-18 17:57:00,25103505090.660603
2011-11-19 06:34:00,12663274449.19975
2011-11-19 17:58:30,7224420457.773507
2011-11-20 11:08:30,16838883822.723186
2011-11-21 11:59:00,30672221501.962254
2011-11-22 10:30:30,31018699004.45373
2011-11-22 18:39:45,8347610041.852684
2011-11-23 11:40:30,13959942444.848307
2011-11-23 21:35:30,9398062314.494816
2011-11-24 13:24:00,10035574487.631924
2011-11-25 13:39:45,23327287767.99117
2011-11-25 21:59:45,13100052808.604809
2011-11-26 13:54:00,9589577831.823748
2011-11-26 22:44:45,11736340555.380934
2011-11-27 15:55:30,11601777792.254923
2011-11-28 00:28:30,9494081216.417665
2011-11-28 16:59:45,9487970837.95154
2011-11-29 16:40:30,23162339399.48452
2011-11-30 01:44:45,8481506950.788313
2011-11-30 15:55:30,8114853437.382728
2011-12-01 02:54:45,6836768521.739078
2011-12-01 16:30:30,7140630813.060972
2011-12-02 06:12:00,9832089749.840542
2011-12-02 17:39:00,6125327306.361119
2011-12-03 10:59:00,13191379862.280447
2011-12-04 09:39:45,26047256815.475346
2011-12-04 19:34:45,10121866179.565937
2011-12-05 09:37:00,8557878081.009215
2011-12-06 13:29:45,33149503589.19028
2011-12-07 11:29:45,29282713540.058315
2011-12-07 20:54:45,11403184794.801569
2011-12-08 12:00:30,10602593306.558409
2011-12-08 22:40:30,10798941034.87017
2011-12-09 13:34:45,9526337548.619387
2011-12-10 13:53:30,25369145765.627182
2011-12-11 01:27:00,9280309444.328829
2011-12-11 15:12:00,8900632929.588963
2011-12-12 14:50:30,24779775946.041145
2011-12-13 01:24:00,12559903468.230934
2011-12-13 15:45:15,9440952542.967102
2011-12-14 15:49:00,25605320508.223404
2011-12-15 16:21:15,27290039068.301098
2011-12-16 16:04:45,28553810417.551353
2011-12-17 10:24:00,17844389375.252144
2011-12-17 22:40:30,14090263655.848671
2011-12-18 13:45:15,12777797019.859135
2011-12-19 10:40:15,25649859833.291866
2011-12-20 11:24:00,35468187656.51129
2011-12-21 11:25:15,27917917444.704803
2011-12-21 19:54:00,13347229327.80841
2011-12-22 11:49:00,769084998.2923723
2011-12-22 20:30:30,11418503138.090714
2011-12-23 12:54:00,9797014547.966936
2011-12-23 21:35:30,12056681797.931118
2011-12-24 14:09:00,10746707318.910435
2011-12-24 23:34:00,10358497091.464947
2011-12-25 16:35:30,12784637213.80455
2011-12-26 14:59:00,23842166221.662518
2011-12-26 23:26:15,11071870287.53582
2011-12-27 15:46:15,11492122963.470503
2011-12-28 00:54:45,8266112995.058836
2011-12-28 16:24:00,9843940391.569336
2011-12-29 15:29:00,22675985402.72995
2011-12-30 04:20:15,13149834817.441233
2011-12-30 16:45:30,7419116148.944778
2011-12-31 15:06:15,21278635569.72985
2012-01-01 06:35:00,14055777873.555819
2012-01-01 17:00:00,5653513029.963505
2012-01-02 07:40:00,10527743975.089005
2012-01-02 18:05:00,5794393583.163263
2012-01-03 09:05:00,9899877763.414791
2012-01-04 14:50:00,17678555468.50401
2012-01-05 10:55:00,19784277631.422424
2012-01-05 21:25:00,13609630769.96828
2012-01-06 12:10:00,9097486961.200565
2012-01-07 13:35:00,29369872319.352375
2012-01-08 13:30:00,27210041291.25993
2012-01-08 23:45:00,14463447273.459225
2012-01-09 14:20:00,10089420109.189411
2012-01-10 14:50:00,28266874579.198067
2012-01-11 00:30:00,14765033508.386723
2012-01-11 15:25:00,10180104702.613987
2012-01-12 15:20:00,27714200744.336292
2012-01-13 03:25:00,13418075901.597624
2012-01-13 17:10:00,8973665314.746038
2012-01-14 13:40:00,26406181927.176346
2012-01-15 11:25:00,26043575597.94831
2012-01-16 09:30:00,25734577407.194798
2012-01-16 18:50:00,8408160024.648685
2012-01-17 10:05:00,11722617027.487131
2012-01-18 09:55:00,27151423585.786816
2012-01-18 18:15:00,8426039181.341852
2012-01-19 10:25:00,12097151506.375408
2012-01-19 19:50:00,11513154113.112375
2012-01-20 12:45:00,11746794596.574903
2012-01-21 12:55:00,26802199151.926273
2012-01-21 21:35:00,11938309431.452557
2012-01-22 14:10:00,12547470051.319115
2012-01-23 14:20:00,27530873030.226143
2012-01-23 22:55:00,10470989888.387457
2012-01-24 17:10:00,20718485195.251316
2012-01-25 13:15:00,26736076723.214455
2012-01-25 22:40:00,5769449150.252179
2012-01-26 14:20:00,12709408519.36766
2012-01-27 02:26:45,11716981307.240738
2012-01-27 18:55:00,15885037286.745964
2012-01-28 14:40:00,23420608138.204323
2012-01-29 11:50:00,20653282208.6277
2012-01-30 07:55:00,23145373682.036816
2012-01-30 18:10:00,7892976494.70405
2012-01-31 08:15:00,8221661703.07379
2012-01-31 19:10:00,7742753885.239291
2012-02-01 08:45:00,8933215318.736515
2012-02-01 19:20:00,8226071631.046926
2012-02-02 09:20:00,8557089397.128852
2012-02-02 23:25:00,434240408.023634
2012-02-03 16:20:00,13806122491.893377
2012-02-04 10:40:00,16345781358.512224
2012-02-04 20:50:00,12312098333.217997
2012-02-05 12:25:00,9572220227.553238
2012-02-06 13:35:00,26221536643.486458
2012-02-06 23:15:00,12874616233.603031
2012-02-07 15:00:00,11599857343.859129
2012-02-08 13:45:00,30210286975.786522
2012-02-09 00:45:00,12097807495.223331
2012-02-09 16:30:00,11941313676.731419
2012-02-10 09:35:00,14331832871.39119
2012-02-10 21:30:00,7387845124.84595
2012-02-11 10:10:00,7237910316.657064
2012-02-12 02:05:00,14359208105.482128
2012-02-13 06:25:00,31860724111.226307
2012-02-14 08:25:00,31796857085.19012
2012-02-14 20:00:00,14899191883.271921
2012-02-15 09:35:00,11702581010.83115
2012-02-15 21:25:00,13636797971.040638
2012-02-16 10:55:00,9276780629.709534
2012-02-17 10:35:00,23528313119.333107
2012-02-17 18:50:00,9022767338.050205
2012-02-18 10:35:00,11385711534.626696
2012-02-18 19:55:00,12483295591.65281
2012-02-19 12:00:00,13258731263.472466
2012-02-19 22:20:00,11988323248.59905
2012-02-20 17:20:00,17827052588.420616
2012-02-21 09:20:00,15449039761.567806
2012-02-21 19:55:00,6967149415.923289
2012-02-22 09:45:00,8829932427.295439
2012-02-22 21:40:00,6869746586.904477
2012-02-23 11:25:00,9380818552.702097
2012-02-24 01:35:00,12059493994.599895
2012-02-25 00:45:00,29397578195.653698
2012-02-26 06:30:00,35745972776.46301
2012-02-27 08:10:00,28838431061.40884
2012-02-28 07:15:00,26048373057.45789
2012-02-28 17:50:00,9561315352.65517
2012-02-29 06:46:45,2847553071.2265544
2012-02-29 17:55:00,8503880250.201101
2012-03-01 07:25:00,9127202294.849009
2012-03-01 18:20:00,7121767426.839668
2012-03-02 08:05:00,8463365993.674141
2012-03-02 19:10:00,7962412207.912968
2012-03-03 09:10:00,8895855275.24923
2012-03-03 20:16:45,10274763590.03997
2012-03-04 10:10:00,8192142794.500646
2012-03-05 11:45:00,9687045808.144222
2012-03-06 13:00:00,34541047518.60449
2012-03-07 12:30:00,35807232329.39451
2012-03-07 21:55:00,10936146746.315512
2012-03-08 18:50:00,20446849122.00416
2012-03-09 07:00:00,8189581261.113478
2012-03-09 19:41:45,8714034909.547857
2012-03-10 07:20:00,6234631946.631219
2012-03-10 21:35:00,8958605892.77066
2012-03-11 08:30:00,6041197161.110802
2012-03-12 07:00:00,22775459415.460136
2012-03-13 05:35:00,28867178046.133255
2012-03-14 06:35:00,28391010418.99072
2012-03-14 16:30:00,15048580566.773205
2012-03-15 07:10:00,10744156647.665224
2012-03-15 17:15:00,12076105974.037046
2012-03-16 07:35:00,9222609002.812227
2012-03-16 17:55:00,9964031706.81387
2012-03-17 08:20:00,7477846476.003039
2012-03-17 18:30:00,7790471963.303498
2012-03-18 08:35:00,7861043668.6009655
2012-03-18 19:35:00,9123880713.019545
2012-03-19 10:15:00,11129262391.475798
2012-03-19 21:40:00,9958952285.880722
2012-03-20 19:05:00,19315989563.837265
2012-03-21 07:40:00,8480944335.17243
2012-03-21 20:25:00,7865735236.678941
2012-03-22 08:55:00,7423367307.950796
2012-03-22 22:45:00,8763912738.464226
2012-03-24 04:05:00,41232324139.43317
2012-03-25 03:10:00,35634834106.935875
2012-03-26 03:40:00,31984578991.303482
2012-03-27 04:15:00,31055547452.817547
2012-03-28 05:25:00,30505758985.4267
2012-03-28 19:40:00,14207314166.662773
2012-03-29 06:30:00,7305231640.285436
2012-03-29 19:41:45,11896422928.910183
2012-03-30 07:00:00,6583434205.506485
2012-03-30 19:50:00,10205367512.793943
2012-03-31 07:35:00,6162397491.114863
2012-03-31 19:40:00,9536888871.904879
2012-04-01 08:15:00,6660303616.669256
2012-04-01 21:30:00,14316059010.407755
2012-04-02 10:05:00,6091225577.252175
2012-04-03 09:10:00,24164050084.10449
2012-04-03 19:50:00,6778988789.476451
2012-04-04 11:20:00,17450380560.127686
2012-04-05 05:45:00,16498415027.963583
2012-04-05 18:55:00,8066536083.266279
2012-04-06 06:10:00,6606751846.726954
2012-04-06 20:40:00,9402245936.720074
2012-04-07 07:35:00,8641503030.563095
2012-04-08 05:15:00,22384617138.805035
2012-04-09 03:55:00,31223150638.388927
2012-04-10 04:30:00,26499703123.141933
2012-04-10 13:25:00,13005418009.45487
2012-04-11 05:10:00,9905852232.080017
2012-04-12 05:40:00,27257668897.886738
2012-04-12 14:45:00,11234560905.64892
2012-04-13 05:35:00,9573882516.556963
2012-04-13 15:45:00,8253236598.931524
2012-04-14 06:25:00,8375845776.258308
2012-04-14 17:37:30,6895435721.026104
2012-04-15 07:10:30,6368411097.141435
2012-04-15 19:02:45,7569460270.35733
2012-04-16 07:55:00,7552957370.515342
2012-04-16 19:35:00,7140717629.7042
2012-04-17 07:50:00,8670230540.414444
2012-04-17 21:10:00,8593019262.491377
2012-04-18 20:30:00,21519799213.968094
2012-04-19 07:25:00,7874924176.081875
2012-04-19 22:20:00,9785134425.595331
2012-04-20 11:05:00,12362401661.32979
2012-04-21 05:21:45,16860891225.45634
2012-04-22 02:45:00,23717687688.16052
2012-04-23 03:10:00,29068837871.40863
2012-04-24 03:30:00,28629258092.84165
2012-04-24 15:20:00,13496758101.131596
2012-04-25 04:25:00,8010635040.501045
2012-04-26 04:25:00,26765138066.128357
2012-04-27 04:35:00,29062969183.914772
2012-04-27 20:20:00,15096560368.056427
2012-04-29 06:05:00,23891623987.852962
2012-04-29 21:10:00,17118309813.302086
2012-05-01 06:30:00,21990115911.922607
2012-05-01 19:40:00,10036522066.126076
2012-05-02 08:30:00,8682902222.085201
2012-05-03 04:30:00,19450470992.220695
2012-05-03 19:50:00,13131627127.51933
2012-05-04 05:45:00,5733823219.78167
2012-05-05 03:20:00,23475993228.976166
2012-05-06 01:25:00,31641183598.301155
2012-05-06 10:20:00,12319822144.409283
